year,circuit,lap,rank,rider,time,gap
2014,ITA,12,9,41,1M49.813S,21.943S
2014,ITA,12,10,68,1M49.963S,22.798S
2014,ITA,12,11,45,1M50.286S,23.939S
2014,ITA,12,12,51,1M50.031S,24.367S
2014,ITA,12,13,17,1M50.062S,24.743S
2014,ITA,12,14,7,1M49.991S,25.561S
2014,ITA,12,15,5,1M50.783S,34.832S
2014,ITA,12,16,70,1M51.367S,42.841S
2014,ITA,12,17,63,1M53.206S,48.365S
2014,ITA,12,18,23,1M52.624S,49.524S
2014,ITA,13,1,99,1M48.351S,
2014,ITA,13,2,93,1M48.375S,0.229S
2014,ITA,13,3,46,1M48.573S,1.879S
2014,ITA,13,4,29,1M49.022S,9.403S
2014,ITA,13,5,26,1M49.229S,9.411S
2014,ITA,13,6,44,1M49.110S,9.886S
2014,ITA,13,7,4,1M49.000S,10.525S
2014,ITA,13,8,19,1M49.307S,11.839S
2014,ITA,13,9,41,1M49.834S,23.426S
2014,ITA,13,10,68,1M50.545S,24.992S
2014,ITA,13,11,45,1M50.695S,26.283S
2014,ITA,13,12,51,1M50.437S,26.453S
2014,ITA,13,13,17,1M50.345S,26.737S
2014,ITA,13,14,7,1M50.128S,27.338S
2014,ITA,13,15,5,1M50.665S,37.146S
2014,ITA,13,16,70,1M51.019S,45.509S
2014,ITA,13,17,63,1M53.322S,53.336S
2014,ITA,13,18,23,1M52.219S,53.392S
2014,ITA,14,1,99,1M48.288S,
2014,ITA,14,2,93,1M48.380S,0.321S
2014,ITA,14,3,46,1M48.633S,2.224S
2014,ITA,14,4,26,1M49.196S,10.319S
2014,ITA,14,5,29,1M49.412S,10.527S
2014,ITA,14,6,44,1M49.421S,11.019S
2014,ITA,14,7,4,1M49.418S,11.655S
2014,ITA,14,8,19,1M50.199S,13.750S
2014,ITA,14,9,41,1M49.729S,24.867S
2014,ITA,14,10,68,1M50.873S,27.577S
2014,ITA,14,11,45,1M50.290S,28.285S
2014,ITA,14,12,51,1M50.282S,28.447S
2014,ITA,14,13,17,1M50.484S,28.933S
2014,ITA,14,14,7,1M50.443S,29.493S
2014,ITA,14,15,5,1M50.586S,39.444S
2014,ITA,14,16,70,1M51.355S,48.576S
2014,ITA,14,17,63,1M53.608S,58.656S
2014,ITA,14,18,23,1M53.671S,58.775S
2014,ITA,15,1,99,1M48.321S,
2014,ITA,15,2,93,1M48.236S,0.236S
2014,ITA,15,3,46,1M48.947S,2.850S
2014,ITA,15,4,26,1M48.528S,10.526S
2014,ITA,15,5,29,1M48.838S,11.044S
2014,ITA,15,6,44,1M49.094S,11.792S
2014,ITA,15,7,4,1M48.951S,12.285S
2014,ITA,15,8,19,1M50.147S,15.576S
2014,ITA,15,9,41,1M49.799S,26.345S
2014,ITA,15,10,68,1M50.524S,29.780S
2014,ITA,15,11,45,1M50.224S,30.188S
2014,ITA,15,12,51,1M50.578S,30.704S
2014,ITA,15,13,17,1M50.352S,30.964S
2014,ITA,15,14,7,1M50.141S,31.313S
2014,ITA,15,15,5,1M50.979S,42.102S
2014,ITA,15,16,70,1M51.328S,51.583S
2014,ITA,15,17,63,1M53.347S,1M03.682S
2014,ITA,15,18,23,1M53.240S,1M03.694S
2014,ITA,16,1,99,1M48.323S,
2014,ITA,16,2,93,1M48.134S,0.047S
2014,ITA,16,3,46,1M48.692S,3.219S
2014,ITA,16,4,26,1M48.461S,10.664S
2014,ITA,16,5,29,1M49.128S,11.849S
2014,ITA,16,6,44,1M48.995S,12.464S
2014,ITA,16,7,4,1M48.820S,12.782S
2014,ITA,16,8,19,1M49.820S,17.073S
2014,ITA,16,9,41,1M50.099S,28.121S
2014,ITA,16,10,68,1M50.429S,31.886S
2014,ITA,16,11,45,1M50.324S,32.189S
2014,ITA,16,12,51,1M50.141S,32.522S
2014,ITA,16,13,17,1M50.147S,32.788S
2014,ITA,16,14,7,1M50.411S,33.401S
2014,ITA,16,15,5,1M51.181S,44.960S
2014,ITA,16,16,70,1M51.553S,54.813S
2014,ITA,16,17,23,1M52.292S,1M07.663S
2014,ITA,16,18,63,1M53.002S,1M08.361S
2014,ITA,17,1,93,1M48.878S,
2014,ITA,17,2,99,1M48.969S,0.044S
2014,ITA,17,3,46,1M48.623S,2.917S
2014,ITA,17,4,26,1M48.724S,10.463S
2014,ITA,17,5,29,1M49.060S,11.984S
2014,ITA,17,6,44,1M48.569S,12.108S
2014,ITA,17,7,4,1M48.865S,12.722S
2014,ITA,17,8,19,1M49.549S,17.697S
2014,ITA,17,9,41,1M50.004S,29.200S
2014,ITA,17,10,45,1M50.065S,33.329S
2014,ITA,17,11,68,1M50.372S,33.333S
2014,ITA,17,12,51,1M50.148S,33.745S
2014,ITA,17,13,17,1M50.142S,34.005S
2014,ITA,17,14,7,1M50.605S,35.081S
2014,ITA,17,15,5,1M51.465S,47.500S
2014,ITA,17,16,70,1M51.420S,57.308S
2014,ITA,17,17,23,1M52.500S,1M11.238S
2014,ITA,17,18,63,1M52.374S,1M11.810S
2014,ITA,18,1,99,1M48.526S,
2014,ITA,18,2,93,1M48.613S,0.043S
2014,ITA,18,3,46,1M48.399S,2.746S
2014,ITA,18,4,26,1M48.687S,10.580S
2014,ITA,18,5,44,1M49.106S,12.644S
2014,ITA,18,6,29,1M49.335S,12.749S
2014,ITA,18,7,4,1M49.068S,13.220S
2014,ITA,18,8,19,1M49.818S,18.94S
2014,ITA,18,9,41,1M50.395S,31.02S
2014,ITA,18,10,68,1M50.436S,35.19S
2014,ITA,18,11,45,1M50.637S,35.39S
2014,ITA,18,12,51,1M50.316S,35.49S
2014,ITA,18,13,17,1M50.286S,35.72S
2014,ITA,18,14,7,1M50.524S,37.03S
2014,ITA,18,15,5,1M51.564S,50.49S
2014,ITA,18,16,70,1M51.631S,1M00.36S
2014,ITA,18,17,23,1M52.794S,1M15.46S
2014,ITA,18,18,63,1M52.610S,1M15.85S
2014,ITA,19,1,99,1M48.117S,
2014,ITA,19,2,93,1M48.110S,0.03S
2014,ITA,19,3,46,1M48.190S,2.81S
2014,ITA,19,4,26,1M48.921S,11.38S
2014,ITA,19,5,44,1M48.927S,13.45S
2014,ITA,19,6,29,1M48.938S,13.57S
2014,ITA,19,7,4,1M49.066S,14.16S
2014,ITA,19,8,19,1M49.638S,20.46S
2014,ITA,19,9,41,1M49.994S,32.90S
2014,ITA,19,10,68,1M50.501S,37.58S
2014,ITA,19,11,51,1M50.380S,37.75S
2014,ITA,19,12,45,1M51.049S,38.32S
2014,ITA,19,13,17,1M50.874S,38.47S
2014,ITA,19,14,7,1M50.248S,39.16S
2014,ITA,19,15,5,1M51.568S,53.94S
2014,ITA,19,16,70,1M51.573S,1M03.82S
2014,ITA,19,17,23,1M52.758S,1M20.10S
2014,ITA,19,18,63,1M52.792S,1M20.52S
2014,ITA,20,1,99,1M48.758S,
2014,ITA,20,2,93,1M48.727S,0.00S
2014,ITA,20,3,46,1M48.375S,2.43S
2014,ITA,20,4,26,1M49.165S,11.79S
2014,ITA,20,5,29,1M49.297S,14.10S
2014,ITA,20,6,44,1M49.450S,14.14S
2014,ITA,20,7,4,1M49.188S,14.59S
2014,ITA,20,8,19,1M49.978S,21.68S
2014,ITA,20,9,41,1M50.291S,34.43S
2014,ITA,20,10,68,1M50.419S,39.24S
2014,ITA,20,11,51,1M50.466S,39.46S
2014,ITA,20,12,45,1M50.169S,39.73S
2014,ITA,20,13,17,1M50.576S,40.29S
2014,ITA,20,14,7,1M50.306S,40.71S
2014,ITA,20,15,5,1M51.960S,57.14S
2014,ITA,20,16,70,1M52.047S,1M07.11S
2014,ITA,20,17,23,1M52.111S,1M23.45S
2014,ITA,20,18,63,1M52.193S,1M23.96S
2014,ITA,21,1,99,1M49.049S,
2014,ITA,21,2,93,1M49.117S,0.07S
2014,ITA,21,3,46,1M48.590S,1.97S
2014,ITA,21,4,26,1M49.166S,11.90S
2014,ITA,21,5,44,1M48.899S,13.99S
2014,ITA,21,6,29,1M49.308S,14.36S
2014,ITA,21,7,4,1M49.052S,14.60S
2014,ITA,21,8,19,1M50.359S,22.99S
2014,ITA,21,9,41,1M50.696S,36.08S
2014,ITA,21,10,68,1M50.371S,40.56S
2014,ITA,21,11,51,1M50.580S,40.99S
2014,ITA,21,12,45,1M50.319S,41.00S
2014,ITA,21,13,17,1M50.113S,41.36S
2014,ITA,21,14,7,1M50.233S,41.89S
2014,ITA,21,15,5,1M51.893S,59.99S
2014,ITA,21,16,70,1M51.790S,1M09.85S
2014,ITA,21,17,23,1M51.903S,1M26.31S
2014,ITA,21,18,63,1M52.422S,1M27.333S
2014,ITA,22,1,99,1M47.984S,
2014,ITA,22,2,93,1M47.978S,0.067S
2014,ITA,22,3,46,1M48.287S,2.280S
2014,ITA,22,4,26,1M49.153S,13.077S
2014,ITA,22,5,44,1M48.575S,14.587S
2014,ITA,22,6,29,1M49.282S,15.666S
2014,ITA,22,7,4,1M49.183S,15.801S
2014,ITA,22,8,19,1M49.881S,24.893S
2014,ITA,22,9,41,1M50.597S,38.695S
2014,ITA,22,10,68,1M50.099S,42.681S
2014,ITA,22,11,51,1M49.893S,42.902S
2014,ITA,22,12,45,1M50.267S,43.292S
2014,ITA,22,13,17,1M50.076S,43.452S
2014,ITA,22,14,7,1M50.200S,44.114S
2014,ITA,22,15,5,1M52.182S,1M04.189S
2014,ITA,22,16,70,1M51.837S,1M13.708S
2014,ITA,22,17,23,1M52.474S,1M30.800S
2014,ITA,22,18,63,1M52.766S,1M32.115S
2014,ITA,23,1,93,1M47.927S,
2014,ITA,23,2,99,1M48.115S,0.121S
2014,ITA,23,3,46,1M48.402S,2.688S
2014,ITA,23,4,26,1M48.963S,14.046S
2014,ITA,23,5,44,1M49.010S,15.603S
2014,ITA,23,6,4,1M49.235S,17.042S
2014,ITA,23,7,29,1M49.457S,17.129S
2014,ITA,23,8,19,1M50.508S,27.407S
2014,ITA,23,9,41,1M51.185S,41.886S
2014,ITA,23,10,68,1M50.525S,45.212S
2014,ITA,23,11,51,1M50.525S,45.433S
2014,ITA,23,12,17,1M50.373S,45.831S
2014,ITA,23,13,45,1M50.541S,45.839S
2014,ITA,23,14,7,1M50.714S,46.834S
2014,ITA,23,15,5,1M53.359S,1M09.554S
2014,ITA,23,16,70,1M52.075S,1M17.789S
2014,ITA,23,17,23,1M52.225S,1M35.031S
2014,ITA,23,18,63,1M53.380S,1M37.501S
2014,JPN,1,1,46,1M51.074S,
2014,JPN,1,2,99,1M51.393S,0.319S
2014,JPN,1,3,4,1M51.599S,0.525S
2014,JPN,1,4,29,1M51.965S,0.891S
2014,JPN,1,5,93,1M52.241S,1.167S
2014,JPN,1,6,26,1M52.577S,1.503S
2014,JPN,1,7,44,1M52.899S,1.825S
2014,JPN,1,8,6,1M53.069S,1.995S
2014,JPN,1,9,38,1M53.416S,2.342S
2014,JPN,1,10,35,1M53.567S,2.493S
2014,JPN,1,11,68,1M54.067S,2.993S
2014,JPN,1,12,19,1M54.555S,3.481S
2014,JPN,1,13,41,1M54.566S,3.492S
2014,JPN,1,14,45,1M55.037S,3.963S
2014,JPN,1,15,69,1M55.411S,4.337S
2014,JPN,1,16,7,1M55.667S,4.593S
2014,JPN,1,17,21,1M55.959S,4.885S
2014,JPN,1,18,8,1M56.498S,5.424S
2014,JPN,1,19,17,1M56.517S,5.443S
2014,JPN,1,20,9,1M57.013S,5.939S
2014,JPN,1,21,63,1M57.660S,6.586S
2014,JPN,1,22,70,1M57.728S,6.654S
2014,JPN,1,23,23,1M58.094S,7.020S
2014,JPN,1,24,15,1M58.317S,7.243S
2014,JPN,2,1,46,1M45.744S,
2014,JPN,2,2,99,1M45.803S,0.378S
2014,JPN,2,3,4,1M45.782S,0.563S
2014,JPN,2,4,29,1M46.141S,1.288S
2014,JPN,2,5,93,1M46.121S,1.544S
2014,JPN,2,6,26,1M46.277S,2.036S
2014,JPN,2,7,44,1M46.297S,2.378S
2014,JPN,2,8,6,1M46.371S,2.622S
2014,JPN,2,9,38,1M46.459S,3.057S
2014,JPN,2,10,68,1M47.066S,4.315S
2014,JPN,2,11,19,1M46.806S,4.543S
2014,JPN,2,12,45,1M48.654S,6.873S
2014,JPN,2,13,69,1M48.651S,7.244S
2014,JPN,2,14,21,1M48.161S,7.302S
2014,JPN,2,15,7,1M48.554S,7.403S
2014,JPN,2,16,41,1M49.897S,7.645S
2014,JPN,2,17,17,1M48.159S,7.858S
2014,JPN,2,18,8,1M48.420S,8.100S
2014,JPN,2,19,9,1M48.748S,8.943S
2014,JPN,2,20,70,1M49.115S,10.025S
2014,JPN,2,21,63,1M49.402S,10.244S
2014,JPN,2,22,15,1M48.945S,10.444S
2014,JPN,2,23,23,1M49.482S,10.758S
2014,JPN,3,1,46,1M45.559S,
2014,JPN,3,2,99,1M45.454S,0.273S
2014,JPN,3,3,4,1M45.557S,0.561S
2014,JPN,3,4,93,1M45.503S,1.488S
2014,JPN,3,5,29,1M46.206S,1.935S
2014,JPN,3,6,26,1M45.750S,2.227S
2014,JPN,3,7,6,1M45.938S,3.001S
2014,JPN,3,8,44,1M46.593S,3.41S
2014,JPN,3,9,38,1M46.469S,3.96S
2014,JPN,3,10,68,1M46.735S,5.49S
2014,JPN,3,11,19,1M46.730S,5.71S
2014,JPN,3,12,45,1M48.441S,9.75S
2014,JPN,3,13,21,1M48.267S,10.01S
2014,JPN,3,14,69,1M48.572S,10.25S
2014,JPN,3,15,7,1M48.517S,10.36S
2014,JPN,3,16,41,1M48.710S,10.79S
2014,JPN,3,17,17,1M48.686S,10.98S
2014,JPN,3,18,8,1M48.553S,11.09S
2014,JPN,3,19,9,1M48.651S,12.03S
2014,JPN,3,20,70,1M48.613S,13.07S
2014,JPN,3,21,15,1M48.623S,13.50S
2014,JPN,3,22,63,1M49.105S,13.79S
2014,JPN,3,23,23,1M49.228S,14.42S
2014,JPN,4,1,46,1M45.798S,
2014,JPN,4,2,99,1M45.830S,0.30S
2014,JPN,4,3,4,1M45.704S,0.46S
2014,JPN,4,4,93,1M45.389S,1.07S
2014,JPN,4,5,29,1M45.880S,2.01S
2014,JPN,4,6,26,1M45.782S,2.21S
2014,JPN,4,7,6,1M45.864S,3.06S
2014,JPN,4,8,44,1M46.297S,3.91S
2014,JPN,4,9,38,1M46.197S,4.36S
2014,JPN,4,10,68,1M46.943S,6.63S
2014,JPN,4,11,19,1M46.923S,6.83S
2014,JPN,4,12,45,1M47.740S,11.69S
2014,JPN,4,13,21,1M47.601S,11.81S
2014,JPN,4,14,41,1M47.470S,12.46S
2014,JPN,4,15,7,1M48.038S,12.60S
2014,JPN,4,16,69,1M48.537S,12.99S
2014,JPN,4,17,17,1M48.180S,13.36S
2014,JPN,4,18,8,1M48.088S,13.38S
2014,JPN,4,19,70,1M49.493S,16.77S
2014,JPN,4,20,15,1M49.155S,16.86S
2014,JPN,4,21,63,1M49.133S,17.12S
2014,JPN,4,22,23,1M49.179S,17.80S
2014,JPN,4,23,9,1M52.087S,18.32S
2014,JPN,5,1,99,1M45.727S,
2014,JPN,5,2,46,1M46.281S,0.24S
2014,JPN,5,3,4,1M45.963S,0.39S
2014,JPN,5,4,93,1M45.554S,0.60S
2014,JPN,5,5,26,1M45.523S,1.70S
2014,JPN,5,6,29,1M46.144S,2.12S
2014,JPN,5,7,6,1M45.785S,2.82S
2014,JPN,5,8,44,1M46.569S,4.44S
2014,JPN,5,9,38,1M46.480S,4.81S
2014,JPN,5,10,68,1M46.739S,7.34S
2014,JPN,5,11,19,1M46.821S,7.62S
2014,JPN,5,12,45,1M47.829S,13.49S
2014,JPN,5,13,21,1M47.832S,13.61S
2014,JPN,5,14,41,1M47.470S,13.90S
2014,JPN,5,15,7,1M47.844S,14.41S
2014,JPN,5,16,69,1M47.674S,14.63S
2014,JPN,5,17,8,1M47.666S,15.01S
2014,JPN,5,18,17,1M48.313S,15.648S
2014,JPN,5,19,70,1M48.819S,19.561S
2014,JPN,5,20,15,1M48.743S,19.576S
2014,JPN,5,21,63,1M48.945S,20.038S
2014,JPN,5,22,23,1M49.286S,21.062S
2014,JPN,6,1,99,1M45.469S,
2014,JPN,6,2,46,1M45.599S,0.379S
2014,JPN,6,3,4,1M45.755S,0.684S
2014,JPN,6,4,93,1M45.821S,0.953S
2014,JPN,6,5,26,1M45.773S,2.006S
2014,JPN,6,6,29,1M46.243S,2.903S
2014,JPN,6,7,6,1M45.772S,3.123S
2014,JPN,6,8,44,1M46.378S,5.357S
2014,JPN,6,9,38,1M46.359S,5.704S
2014,JPN,6,10,68,1M47.108S,8.982S
2014,JPN,6,11,19,1M47.019S,9.178S
2014,JPN,6,12,41,1M47.103S,15.540S
2014,JPN,6,13,21,1M47.594S,15.738S
2014,JPN,6,14,45,1M48.454S,16.479S
2014,JPN,6,15,7,1M47.655S,16.599S
2014,JPN,6,16,69,1M47.790S,16.959S
2014,JPN,6,17,8,1M47.805S,17.354S
2014,JPN,6,18,17,1M47.879S,18.058S
2014,JPN,6,19,15,1M49.328S,23.435S
2014,JPN,6,20,63,1M49.161S,23.730S
2014,JPN,6,21,70,1M50.398S,24.490S
2014,JPN,6,22,23,1M49.105S,24.698S
2014,JPN,7,1,99,1M45.451S,
2014,JPN,7,2,46,1M45.567S,0.495S
2014,JPN,7,3,4,1M45.576S,0.809S
2014,JPN,7,4,93,1M45.740S,1.242S
2014,JPN,7,5,26,1M45.947S,2.502S
2014,JPN,7,6,29,1M46.257S,3.709S
2014,JPN,7,7,6,1M46.328S,4.000S
2014,JPN,7,8,44,1M46.514S,6.420S
2014,JPN,7,9,38,1M46.517S,6.770S
2014,JPN,7,10,68,1M47.016S,10.547S
2014,JPN,7,11,19,1M46.875S,10.602S
2014,JPN,7,12,41,1M47.068S,17.157S
2014,JPN,7,13,21,1M47.150S,17.437S
2014,JPN,7,14,7,1M47.755S,18.903S
2014,JPN,7,15,45,1M48.221S,19.249S
2014,JPN,7,16,69,1M47.982S,19.490S
2014,JPN,7,17,8,1M47.826S,19.729S
2014,JPN,7,18,17,1M48.138S,20.745S
2014,JPN,7,19,15,1M48.789S,26.773S
2014,JPN,7,20,63,1M48.934S,27.213S
2014,JPN,7,21,70,1M48.840S,27.879S
2014,JPN,7,22,23,1M49.004S,28.251S
2014,JPN,8,1,99,1M45.350S,
2014,JPN,8,2,46,1M45.682S,0.827S
2014,JPN,8,3,4,1M45.713S,1.172S
2014,JPN,8,4,93,1M45.493S,1.385S
2014,JPN,8,5,26,1M45.961S,3.113S
2014,JPN,8,6,29,1M46.250S,4.609S
2014,JPN,8,7,6,1M46.303S,4.953S
2014,JPN,8,8,44,1M46.788S,7.858S
2014,JPN,8,9,38,1M46.712S,8.132S
2014,JPN,8,10,68,1M46.946S,12.143S
2014,JPN,8,11,19,1M47.014S,12.266S
2014,JPN,8,12,41,1M47.284S,19.091S
2014,JPN,8,13,21,1M47.385S,19.472S
2014,JPN,8,14,7,1M47.632S,21.185S
2014,JPN,8,15,69,1M47.593S,21.733S
2014,JPN,8,16,45,1M48.219S,22.118S
2014,JPN,8,17,17,1M48.180S,23.575S
2014,JPN,8,18,8,1M49.207S,23.586S
2014,JPN,8,19,15,1M48.319S,29.742S
2014,JPN,8,20,63,1M48.949S,30.812S
2014,JPN,8,21,70,1M49.080S,31.609S
2014,JPN,8,22,23,1M49.142S,32.043S
2014,JPN,9,1,99,1M45.673S,
2014,JPN,9,2,46,1M45.600S,0.754S
2014,JPN,9,3,93,1M45.608S,1.320S
2014,JPN,9,4,4,1M46.201S,1.700S
2014,JPN,9,5,26,1M45.815S,3.255S
2014,JPN,9,6,29,1M46.444S,5.380S
2014,JPN,9,7,6,1M46.508S,5.788S
2014,JPN,9,8,44,1M46.648S,8.833S
2014,JPN,9,9,38,1M46.724S,9.183S
2014,JPN,9,10,68,1M47.277S,13.747S
2014,JPN,9,11,19,1M47.354S,13.947S
2014,JPN,9,12,41,1M47.515S,20.933S
2014,JPN,9,13,21,1M47.471S,21.270S
2014,JPN,9,14,7,1M47.491S,23.003S
2014,JPN,9,15,69,1M47.515S,23.575S
2014,JPN,9,16,45,1M47.625S,24.070S
2014,JPN,9,17,8,1M46.898S,24.811S
2014,JPN,9,18,17,1M48.387S,26.289S
2014,JPN,9,19,15,1M48.376S,32.445S
2014,JPN,9,20,63,1M49.311S,34.450S
2014,JPN,9,21,70,1M49.149S,35.085S
2014,JPN,9,22,23,1M49.374S,35.744S
2014,JPN,10,1,99,1M45.554S,
2014,JPN,10,2,46,1M45.691S,0.891S
2014,JPN,10,3,93,1M45.450S,1.216S
2014,JPN,10,4,4,1M45.982S,2.128S
2014,JPN,10,5,26,1M45.825S,3.526S
2014,JPN,10,6,29,1M46.372S,6.198S
2014,JPN,10,7,6,1M46.448S,6.682S
2014,JPN,10,8,44,1M46.639S,9.918S
2014,JPN,10,9,38,1M46.625S,10.254S
2014,JPN,10,10,68,1M47.073S,15.266S
2014,JPN,10,11,19,1M46.939S,15.332S
2014,JPN,10,12,41,1M47.301S,22.680S
2014,JPN,10,13,21,1M47.353S,23.069S
2014,JPN,10,14,7,1M47.104S,24.553S
2014,JPN,10,15,69,1M47.230S,25.251S
2014,JPN,10,16,45,1M47.289S,25.805S
2014,JPN,10,17,8,1M48.033S,27.290S
2014,JPN,10,18,17,1M48.942S,29.677S
2014,JPN,10,19,15,1M48.595S,35.486S
2014,JPN,10,20,63,1M49.451S,38.347S
2014,JPN,10,21,70,1M49.169S,38.700S
2014,JPN,10,22,23,1M49.202S,39.392S
2014,JPN,11,1,99,1M45.539S,
2014,JPN,11,2,46,1M45.665S,1.017S
2014,JPN,11,3,93,1M45.611S,1.288S
2014,JPN,11,4,4,1M46.015S,2.604S
2014,JPN,11,5,26,1M45.667S,3.654S
2014,JPN,11,6,29,1M46.606S,7.265S
2014,JPN,11,7,6,1M46.500S,7.643S
2014,JPN,11,8,44,1M46.476S,10.855S
2014,JPN,11,9,38,1M46.634S,11.349S
2014,JPN,11,10,68,1M46.901S,16.628S
2014,JPN,11,11,19,1M47.061S,16.854S
2014,JPN,11,12,41,1M47.194S,24.335S
2014,JPN,11,13,21,1M47.241S,24.771S
2014,JPN,11,14,7,1M47.540S,26.554S
2014,JPN,11,15,45,1M47.539S,27.805S
2014,JPN,11,16,69,1M48.411S,28.123S
2014,JPN,11,17,8,1M47.853S,29.604S
2014,JPN,11,18,17,1M47.960S,32.098S
2014,JPN,11,19,15,1M48.308S,38.255S
2014,JPN,11,20,63,1M49.595S,42.403S
2014,JPN,11,21,70,1M49.600S,42.761S
2014,JPN,11,22,23,1M49.757S,43.610S
2014,JPN,12,1,99,1M45.499S,
2014,JPN,12,2,46,1M45.715S,1.233S
2014,JPN,12,3,93,1M45.602S,1.391S
2014,JPN,12,4,4,1M46.030S,3.135S
2014,JPN,12,5,26,1M45.628S,3.783S
2014,JPN,12,6,29,1M46.700S,8.466S
2014,JPN,12,7,6,1M46.604S,8.748S
2014,JPN,12,8,44,1M46.192S,11.548S
2014,JPN,12,9,38,1M46.339S,12.189S
2014,JPN,12,10,68,1M47.038S,18.167S
2014,JPN,12,11,19,1M46.991S,18.346S
2014,JPN,12,12,41,1M47.149S,25.985S
2014,JPN,12,13,21,1M47.066S,26.338S
2014,JPN,12,14,7,1M47.542S,28.597S
2014,JPN,12,15,45,1M48.020S,30.326S
2014,JPN,12,16,69,1M47.923S,30.547S
2014,JPN,12,17,8,1M49.132S,33.237S
2014,JPN,12,18,17,1M47.690S,34.289S
2014,JPN,12,19,15,1M48.368S,41.124S
2014,JPN,12,20,63,1M49.568S,46.472S
2014,JPN,12,21,70,1M49.474S,46.736S
2014,JPN,12,22,23,1M49.319S,47.430S
2014,JPN,13,1,99,1M45.495S,
2014,JPN,13,2,46,1M45.780S,1.518S
2014,JPN,13,3,93,1M45.966S,1.862S
2014,JPN,13,4,4,1M46.213S,3.853S
2014,JPN,13,5,26,1M45.613S,3.901S
2014,JPN,13,6,29,1M46.593S,9.564S
2014,JPN,13,7,6,1M46.668S,9.921S
2014,JPN,13,8,44,1M46.429S,12.482S
2014,JPN,13,9,38,1M46.447S,13.141S
2014,JPN,13,10,68,1M47.423S,20.095S
2014,JPN,13,11,19,1M47.459S,20.310S
2014,JPN,13,12,41,1M46.798S,27.288S
2014,JPN,13,13,21,1M47.318S,28.161S
2014,JPN,13,14,7,1M47.525S,30.627S
2014,JPN,13,15,69,1M48.111S,33.163S
2014,JPN,13,16,45,1M48.650S,33.481S
2014,JPN,13,17,8,1M47.813S,35.555S
2014,JPN,13,18,17,1M47.828S,36.622S
2014,JPN,13,19,15,1M48.774S,44.403S
2014,JPN,13,20,70,1M49.453S,50.694S
2014,JPN,13,21,63,1M50.029S,51.006S
2014,JPN,13,22,23,1M49.604S,51.539S
2014,JPN,14,1,99,1M45.568S,
2014,JPN,14,2,46,1M45.900S,1.850S
2014,JPN,14,3,93,1M45.798S,2.092S
2014,JPN,14,4,26,1M45.985S,4.318S
2014,JPN,14,5,4,1M46.415S,4.700S
2014,JPN,14,6,29,1M46.515S,10.511S
2014,JPN,14,7,6,1M46.524S,10.877S
2014,JPN,14,8,44,1M46.522S,13.436S
2014,JPN,14,9,38,1M46.379S,13.952S
2014,JPN,14,10,68,1M47.223S,21.750S
2014,JPN,14,11,19,1M47.923S,22.665S
2014,JPN,14,12,41,1M46.846S,28.566S
2014,JPN,14,13,21,1M47.679S,30.272S
2014,JPN,14,14,7,1M47.598S,32.657S
2014,JPN,14,15,69,1M47.851S,35.446S
2014,JPN,14,16,45,1M48.079S,35.992S
2014,JPN,14,17,8,1M47.849S,37.836S
2014,JPN,14,18,17,1M47.990S,39.044S
2014,JPN,14,19,15,1M48.684S,47.519S
2014,JPN,14,20,70,1M49.122S,54.248S
2014,JPN,14,21,63,1M49.150S,54.588S
2014,JPN,14,22,23,1M49.289S,55.260S
2014,JPN,15,1,99,1M45.624S,
2014,JPN,15,2,46,1M46.084S,2.310S
2014,JPN,15,3,93,1M46.118S,2.586S
2014,JPN,15,4,26,1M45.686S,4.380S
2014,JPN,15,5,4,1M46.125S,5.201S
2014,JPN,15,6,29,1M46.690S,11.577S
2014,JPN,15,7,6,1M46.644S,11.897S
2014,JPN,15,8,44,1M46.237S,14.049S
2014,JPN,15,9,38,1M46.147S,14.475S
2014,JPN,15,10,68,1M47.483S,23.609S
2014,JPN,15,11,19,1M47.124S,24.165S
2014,JPN,15,12,41,1M46.605S,29.547S
2014,JPN,15,13,21,1M47.710S,32.358S
2014,JPN,15,14,7,1M47.488S,34.521S
2014,JPN,15,15,69,1M47.577S,37.399S
2014,JPN,15,16,45,1M47.569S,37.937S
2014,JPN,15,17,8,1M47.613S,39.825S
2014,JPN,15,18,15,1M48.168S,50.063S
2014,JPN,15,19,70,1M49.175S,57.799S
2014,JPN,15,20,63,1M49.283S,58.247S
2014,JPN,15,21,23,1M49.729S,59.365S
2014,JPN,16,1,99,1M45.954S,
2014,JPN,16,2,93,1M45.618S,2.250S
2014,JPN,16,3,46,1M46.273S,2.629S
2014,JPN,16,4,26,1M45.784S,4.210S
2014,JPN,16,5,4,1M46.413S,5.66S
2014,JPN,16,6,29,1M46.588S,12.21S
2014,JPN,16,7,6,1M46.533S,12.47S
2014,JPN,16,8,44,1M46.183S,14.27S
2014,JPN,16,9,38,1M46.322S,14.84S
2014,JPN,16,10,68,1M47.129S,24.78S
2014,JPN,16,11,19,1M46.934S,25.14S
2014,JPN,16,12,41,1M47.114S,30.70S
2014,JPN,16,13,21,1M47.938S,34.34S
2014,JPN,16,14,7,1M47.673S,36.24S
2014,JPN,16,15,69,1M47.629S,39.07S
2014,JPN,16,16,45,1M47.593S,39.57S
2014,JPN,16,17,8,1M47.909S,41.78S
2014,JPN,16,18,15,1M48.579S,52.68S
2014,JPN,16,19,70,1M48.978S,1M00.82S
